order_id,order_date,customer,email,product,category,quantity,unit_price,total_sale,region,sales_rep
ORD-1277,2024-03-12,Bright Horizons,hello@brighthorizons.com,Antivirus 1yr,Software,9,59.99,539.91,West,Anna K.
ORD-1468,2024-03-12,Sunshine Bakery,orders@sunshine.com,Monitor Arm,Furniture,11,89.99,989.89,West,Tom B.
ORD-1440,2024-03-13,Peak Solutions,info@peaksol.com,Standing Desk,Furniture,7,549,3843,North,Sarah J.
ORD-1542,2024-03-13,Acme Corp,billing@acme.com,Desk Organizer,Office Supplies,4,12.5,50,West,Tom B.
ORD-1938,2024-03-13,Sunset Catering,orders@sunsetcatering.com,Vpn Annual,Software,9,49,441,South,Mike R.
ORD-1433,2024-03-14,Bright Horizons,hello@brighthorizons.com,Desk Lamp,Office Supplies,12,34.99,419.88,West,Mike R.
ORD-1752,2024-03-14,Bright Horizons,hello@brighthorizons.com,Ergonomic Chair,Furniture,10,325,3250,North,Lisa C.
ORD-1112,2024-03-15,Blue Ridge Llc,admin@blueridge.com,Webcam Hd,Electronics,12,35,420,North,Lisa C.
ORD-1271,2024-03-15,Acme Corp,billing@acme.com,Standing Desk,Furniture,2,549,1098,West,Mike R.
ORD-1349,2024-03-15,Rivera & Sons,contact@riverasons.com,Antivirus 1yr,Software,7,59.99,419.93,East,Mike R.
ORD-1109,2024-03-16,Metro Office Co,buy@metrooffice.com,Desk Organizer,Office Supplies,10,12.5,125,North,Mike R.
ORD-1455,2024-03-16,Sunset Catering,orders@sunsetcatering.com,Monitor Arm,Furniture,6,89.99,539.94,East,Lisa C.
ORD-1595,2024-03-16,Peak Solutions,info@peaksol.com,Notebook Set,Office Supplies,6,18,108,West,Sarah J.
ORD-1687,2024-03-16,Delta Supplies,orders@deltasupplies.com,Mechanical Keyboard,Electronics,9,79.99,719.91,North,Lisa C.
ORD-1701,2024-03-16,Bright Horizons,hello@brighthorizons.com,Ergonomic Chair,Furniture,4,325,1300,East,Anna K.
ORD-1702,2024-03-16,Delta Supplies,orders@deltasupplies.com,Standing Desk,Furniture,5,549,2745,South,Sarah J.
ORD-1051,2024-03-17,Sunset Catering,orders@sunsetcatering.com,Pdf Editor,Software,6,79,474,West,Tom B.
ORD-1107,2024-03-17,Delta Supplies,orders@deltasupplies.com,Pen Pack,Office Supplies,15,8.99,134.85,East,Mike R.
ORD-1862,2024-03-17,Greenleaf Ltd,contact@greenleaf.com,Webcam Hd,Electronics,13,35,455,East,Lisa C.
ORD-1889,2024-03-17,Acme Corp,billing@acme.com,Monitor Arm,Furniture,13,89.99,1169.87,West,Anna K.
ORD-1990,2024-03-17,Rivera & Sons,contact@riverasons.com,Pdf Editor,Software,1,79,79,West,Tom B.
ORD-1008,2024-03-19,Novex Industries,purchase@novex.com,Stapler Pro,Office Supplies,13,22.5,292.5,North,Anna K.
ORD-1738,2024-03-19,Global Tech,info@globaltech.com,Standing Desk,Furniture,1,549,549,West,Lisa C.
ORD-1267,2024-03-20,Blue Ridge Llc,admin@blueridge.com,Wireless Mouse,Electronics,9,29.99,269.91,South,Lisa C.
ORD-1102,2024-03-21,Sunset Catering,orders@sunsetcatering.com,Pdf Editor,Software,8,79,632,South,Lisa C.
ORD-1344,2024-03-21,Acme Corp,billing@acme.com,Antivirus 1yr,Software,1,59.99,59.99,North,Mike R.
ORD-1180,2024-03-22,Global Tech,info@globaltech.com,Notebook Set,Office Supplies,5,18,90,North,Mike R.
ORD-1471,2024-03-22,Delta Supplies,orders@deltasupplies.com,Monitor Arm,Furniture,4,89.99,359.96,West,Lisa C.
ORD-1777,2024-03-22,Bright Horizons,hello@brighthorizons.com,Vpn Annual,Software,5,49,245,South,Sarah J.
ORD-1771,2024-03-23,Novex Industries,purchase@novex.com,Mechanical Keyboard,Electronics,13,79.99,1039.87,East,Mike R.
ORD-1004,2024-03-24,Novex Industries,purchase@novex.com,Ergonomic Chair,Furniture,11,325,3575,East,Sarah J.
ORD-1116,2024-03-24,Greenleaf Ltd,contact@greenleaf.com,Vpn Annual,Software,5,49,245,South,Sarah J.
ORD-1302,2024-03-24,Sunshine Bakery,orders@sunshine.com,Desk Organizer,Office Supplies,7,12.5,87.5,East,Lisa C.
ORD-1369,2024-03-24,Delta Supplies,orders@deltasupplies.com,Usb-C Hub,Electronics,6,49.99,299.94,West,Mike R.
ORD-1723,2024-03-24,Rivera & Sons,contact@riverasons.com,Mechanical Keyboard,Electronics,12,79.99,959.88,East,Lisa C.
ORD-1120,2024-03-25,Novex Industries,purchase@novex.com,Antivirus 1yr,Software,11,59.99,659.89,South,Anna K.
ORD-1534,2024-03-25,Sunset Catering,orders@sunsetcatering.com,Vpn Annual,Software,13,49,637,West,Tom B.
ORD-1152,2024-03-26,Global Tech,info@globaltech.com,Usb-C Hub,Electronics,5,49.99,249.95,North,Lisa C.
ORD-1498,2024-03-27,Sunset Catering,orders@sunsetcatering.com,Mechanical Keyboard,Electronics,11,79.99,879.89,South,Mike R.
ORD-1839,2024-03-27,Peak Solutions,info@peaksol.com,Notebook Set,Office Supplies,6,18,108,East,Tom B.
ORD-1870,2024-03-27,Metro Office Co,buy@metrooffice.com,Monitor Arm,Furniture,5,89.99,449.95,West,Mike R.
ORD-1470,2024-03-28,Novex Industries,purchase@novex.com,Pdf Editor,Software,3,79,237,North,Mike R.
ORD-1584,2024-03-28,Global Tech,info@globaltech.com,Pen Pack,Office Supplies,14,8.99,125.86,North,Sarah J.
ORD-1836,2024-03-28,Peak Solutions,info@peaksol.com,Stapler Pro,Office Supplies,10,22.5,225,North,Mike R.
ORD-1939,2024-03-28,Delta Supplies,orders@deltasupplies.com,Monitor Arm,Furniture,14,89.99,1259.86,West,Anna K.
ORD-1726,2024-03-29,Sunshine Bakery,orders@sunshine.com,Notebook Set,Office Supplies,6,18,108,North,Mike R.
ORD-1837,2024-03-29,Rivera & Sons,contact@riverasons.com,Ergonomic Chair,Furniture,1,325,325,South,Lisa C.
ORD-1767,2024-03-30,Novex Industries,purchase@novex.com,Antivirus 1yr,Software,15,59.99,899.85,North,Tom B.
ORD-1821,2024-03-30,Sunset Catering,orders@sunsetcatering.com,Ergonomic Chair,Furniture,1,325,325,East,Anna K.
ORD-1925,2024-03-30,Rivera & Sons,contact@riverasons.com,Usb-C Hub,Electronics,14,49.99,699.86,South,Lisa C.
ORD-1985,2024-03-30,Global Tech,info@globaltech.com,Desk Organizer,Office Supplies,1,12.5,12.5,West,Mike R.
ORD-1339,2024-03-31,Bright Horizons,hello@brighthorizons.com,Mechanical Keyboard,Electronics,11,79.99,879.89,South,Lisa C.
ORD-1647,2024-03-31,Sunset Catering,orders@sunsetcatering.com,Monitor Arm,Furniture,2,89.99,179.98,East,Tom B.
ORD-1133,2024-04-01,Global Tech,info@globaltech.com,"Monitor 27""",Electronics,3,220,660,South,Mike R.
ORD-1240,2024-04-01,Delta Supplies,orders@deltasupplies.com,Desk Lamp,Office Supplies,6,34.99,209.94,North,Mike R.
ORD-1627,2024-04-01,Sunset Catering,orders@sunsetcatering.com,Antivirus 1yr,Software,8,59.99,479.92,North,Tom B.
ORD-1864,2024-04-01,Sunshine Bakery,orders@sunshine.com,Standing Desk,Furniture,2,549,1098,West,Lisa C.
ORD-1244,2024-04-02,Bright Horizons,hello@brighthorizons.com,Vpn Annual,Software,10,49,490,North,Lisa C.
ORD-1689,2024-04-02,Metro Office Co,buy@metrooffice.com,Standing Desk,Furniture,1,549,549,West,Mike R.
ORD-1032,2024-04-03,Acme Corp,billing@acme.com,Standing Desk,Furniture,6,549,3294,South,Tom B.
ORD-1037,2024-04-03,Sunset Catering,orders@sunsetcatering.com,Pen Pack,Office Supplies,13,8.99,116.87,East,Lisa C.
ORD-1256,2024-04-03,Greenleaf Ltd,contact@greenleaf.com,Desk Lamp,Office Supplies,12,34.99,419.88,South,Mike R.
ORD-1360,2024-04-03,Sunshine Bakery,orders@sunshine.com,Notebook Set,Office Supplies,4,18,72,North,Sarah J.
ORD-1484,2024-04-03,Sunset Catering,orders@sunsetcatering.com,Wireless Mouse,Electronics,14,29.99,419.86,West,Sarah J.
ORD-1117,2024-04-04,Sunshine Bakery,orders@sunshine.com,Pdf Editor,Software,15,79,1185,South,Sarah J.
ORD-1296,2024-04-04,Acme Corp,billing@acme.com,Monitor Arm,Furniture,10,89.99,899.9,South,Anna K.
ORD-1530,2024-04-04,Blue Ridge Llc,admin@blueridge.com,Pdf Editor,Software,6,79,474,East,Sarah J.
ORD-1027,2024-04-05,Sunshine Bakery,orders@sunshine.com,Wireless Mouse,Electronics,13,29.99,389.87,West,Mike R.
ORD-1151,2024-04-05,Novex Industries,purchase@novex.com,Vpn Annual,Software,1,49,49,East,Sarah J.
ORD-1259,2024-04-05,Bright Horizons,hello@brighthorizons.com,Ergonomic Chair,Furniture,5,325,1625,West,Anna K.
ORD-1270,2024-04-05,Global Tech,info@globaltech.com,Standing Desk,Furniture,3,549,1647,West,Sarah J.
ORD-1548,2024-04-05,Rivera & Sons,contact@riverasons.com,Desk Organizer,Office Supplies,12,12.5,150,South,Sarah J.
ORD-1357,2024-04-06,Sunset Catering,orders@sunsetcatering.com,Wireless Mouse,Electronics,7,29.99,209.93,South,Lisa C.
ORD-1378,2024-04-06,Global Tech,info@globaltech.com,Vpn Annual,Software,6,49,294,South,Sarah J.
ORD-1587,2024-04-06,Sunset Catering,orders@sunsetcatering.com,Webcam Hd,Electronics,4,35,140,East,Lisa C.
ORD-1588,2024-04-06,Global Tech,info@globaltech.com,Standing Desk,Furniture,3,549,1647,East,Anna K.
ORD-1731,2024-04-06,Metro Office Co,buy@metrooffice.com,Pdf Editor,Software,4,79,316,West,Anna K.
ORD-1280,2024-04-07,Rivera & Sons,contact@riverasons.com,Stapler Pro,Office Supplies,11,22.5,247.5,South,Anna K.
ORD-1465,2024-04-07,Greenleaf Ltd,contact@greenleaf.com,Stapler Pro,Office Supplies,15,22.5,337.5,East,Sarah J.
ORD-1493,2024-04-08,Blue Ridge Llc,admin@blueridge.com,Pdf Editor,Software,11,79,869,North,Mike R.
ORD-1688,2024-04-08,Delta Supplies,orders@deltasupplies.com,Standing Desk,Furniture,10,549,5490,South,Sarah J.
ORD-1235,2024-04-09,Global Tech,info@globaltech.com,Stapler Pro,Office Supplies,14,22.5,315,North,Anna K.
ORD-1912,2024-04-09,Bright Horizons,hello@brighthorizons.com,Monitor Arm,Furniture,6,89.99,539.94,North,Tom B.
ORD-1439,2024-04-10,Sunshine Bakery,orders@sunshine.com,Ergonomic Chair,Furniture,3,325,975,East,Sarah J.
ORD-1599,2024-04-10,Peak Solutions,info@peaksol.com,Webcam Hd,Electronics,4,35,140,North,Tom B.
ORD-1612,2024-04-10,Blue Ridge Llc,admin@blueridge.com,Pdf Editor,Software,11,79,869,East,Mike R.
ORD-1786,2024-04-10,Delta Supplies,orders@deltasupplies.com,Desk Organizer,Office Supplies,12,12.5,150,North,Mike R.
ORD-1581,2024-04-11,Rivera & Sons,contact@riverasons.com,Mechanical Keyboard,Electronics,8,79.99,639.92,North,Lisa C.
ORD-1684,2024-04-11,Bright Horizons,hello@brighthorizons.com,Pdf Editor,Software,1,79,79,West,Lisa C.
ORD-1278,2024-04-13,Global Tech,info@globaltech.com,Antivirus 1yr,Software,2,59.99,119.98,North,Anna K.
ORD-1541,2024-04-13,Sunshine Bakery,orders@sunshine.com,Vpn Annual,Software,15,49,735,West,Mike R.
ORD-1971,2024-04-13,Acme Corp,billing@acme.com,Standing Desk,Furniture,4,549,2196,West,Sarah J.
ORD-1224,2024-04-14,Bright Horizons,hello@brighthorizons.com,Webcam Hd,Electronics,14,35,490,West,Sarah J.
ORD-1538,2024-04-14,Delta Supplies,orders@deltasupplies.com,Antivirus 1yr,Software,8,59.99,479.92,South,Tom B.
ORD-1835,2024-04-14,Acme Corp,billing@acme.com,Wireless Mouse,Electronics,2,29.99,59.98,East,Anna K.
ORD-1895,2024-04-14,Novex Industries,purchase@novex.com,Monitor Arm,Furniture,7,89.99,629.93,South,Sarah J.
ORD-1163,2024-04-15,Bright Horizons,hello@brighthorizons.com,Desk Lamp,Office Supplies,5,34.99,174.95,North,Mike R.
ORD-1697,2024-04-15,Delta Supplies,orders@deltasupplies.com,Pdf Editor,Software,4,79,316,West,Mike R.
ORD-1737,2024-04-15,Sunset Catering,orders@sunsetcatering.com,Pen Pack,Office Supplies,13,8.99,116.87,East,Sarah J.
ORD-1043,2024-04-16,Metro Office Co,buy@metrooffice.com,Pen Pack,Office Supplies,11,8.99,98.89,North,Mike R.
ORD-1536,2024-04-17,Bright Horizons,hello@brighthorizons.com,Wireless Mouse,Electronics,11,29.99,329.89,East,Anna K.
ORD-1659,2024-04-17,Novex Industries,purchase@novex.com,Notebook Set,Office Supplies,9,18,162,West,Sarah J.
ORD-1662,2024-04-17,Sunshine Bakery,orders@sunshine.com,Usb-C Hub,Electronics,4,49.99,199.96,North,Anna K.
ORD-1794,2024-04-17,Novex Industries,purchase@novex.com,Pen Pack,Office Supplies,11,8.99,98.89,West,Lisa C.
ORD-1973,2024-04-17,Metro Office Co,buy@metrooffice.com,Antivirus 1yr,Software,10,59.99,599.9,North,Mike R.
ORD-1135,2024-04-18,Greenleaf Ltd,contact@greenleaf.com,Pdf Editor,Software,1,79,79,North,Lisa C.
ORD-1553,2024-04-18,Delta Supplies,orders@deltasupplies.com,Webcam Hd,Electronics,4,35,140,South,Sarah J.
ORD-1804,2024-04-18,Sunshine Bakery,orders@sunshine.com,Laptop Stand,Electronics,12,45,540,East,Lisa C.
ORD-1761,2024-04-19,Global Tech,info@globaltech.com,Antivirus 1yr,Software,15,59.99,899.85,South,Lisa C.
ORD-1710,2024-04-19,Blue Ridge Llc,admin@blueridge.com,Standing Desk,Furniture,13,549,7137,West,Sarah J.
ORD-1073,2024-04-20,Bright Horizons,hello@brighthorizons.com,Webcam Hd,Electronics,7,35,245,North,Lisa C.
ORD-1351,2024-04-20,Delta Supplies,orders@deltasupplies.com,Pdf Editor,Software,5,79,395,North,Tom B.
ORD-1365,2024-04-20,Greenleaf Ltd,contact@greenleaf.com,Vpn Annual,Software,7,49,343,West,Lisa C.
ORD-1435,2024-04-20,Sunshine Bakery,orders@sunshine.com,Antivirus 1yr,Software,2,59.99,119.98,East,Sarah J.
ORD-1820,2024-04-20,Delta Supplies,orders@deltasupplies.com,Antivirus 1yr,Software,1,59.99,59.99,South,Anna K.
ORD-1157,2024-04-21,Peak Solutions,info@peaksol.com,Desk Lamp,Office Supplies,5,34.99,174.95,East,Lisa C.
ORD-1480,2024-04-21,Peak Solutions,info@peaksol.com,Monitor Arm,Furniture,8,89.99,719.92,North,Anna K.
ORD-1522,2024-04-21,Blue Ridge Llc,admin@blueridge.com,Mechanical Keyboard,Electronics,15,79.99,1199.85,West,Sarah J.
ORD-1058,2024-04-22,Metro Office Co,buy@metrooffice.com,Stapler Pro,Office Supplies,5,22.5,112.5,South,Sarah J.
ORD-1457,2024-04-22,Acme Corp,billing@acme.com,Notebook Set,Office Supplies,8,18,144,South,Mike R.
ORD-1852,2024-04-22,Acme Corp,billing@acme.com,Webcam Hd,Electronics,1,35,35,South,Mike R.
ORD-1198,2024-04-23,Metro Office Co,buy@metrooffice.com,Notebook Set,Office Supplies,5,18,90,West,Anna K.
ORD-1022,2024-04-24,Acme Corp,billing@acme.com,Desk Lamp,Office Supplies,6,34.99,209.94,East,Sarah J.
ORD-1123,2024-04-24,Acme Corp,billing@acme.com,Webcam Hd,Electronics,8,35,280,West,Anna K.
ORD-1218,2024-04-24,Sunset Catering,orders@sunsetcatering.com,Monitor Arm,Furniture,13,89.99,1169.87,West,Lisa C.
ORD-1604,2024-04-24,Metro Office Co,buy@metrooffice.com,Pen Pack,Office Supplies,11,8.99,98.89,East,Sarah J.
ORD-1720,2024-04-24,Delta Supplies,orders@deltasupplies.com,Monitor Arm,Furniture,8,89.99,719.92,South,Anna K.
ORD-1729,2024-04-25,Metro Office Co,buy@metrooffice.com,Laptop Stand,Electronics,2,45,90,West,Lisa C.
ORD-1168,2024-04-26,Greenleaf Ltd,contact@greenleaf.com,Wireless Mouse,Electronics,14,29.99,419.86,North,Mike R.
ORD-1426,2024-04-26,Sunshine Bakery,orders@sunshine.com,Pdf Editor,Software,15,79,1185,West,Tom B.
ORD-1789,2024-04-26,Delta Supplies,orders@deltasupplies.com,Desk Organizer,Office Supplies,12,12.5,150,East,Tom B.
ORD-1815,2024-04-26,Metro Office Co,buy@metrooffice.com,Standing Desk,Furniture,2,549,1098,East,Lisa C.
ORD-1005,2024-04-27,Acme Corp,billing@acme.com,Standing Desk,Furniture,5,549,2745,North,Mike R.
ORD-1842,2024-04-27,Peak Solutions,info@peaksol.com,Ergonomic Chair,Furniture,9,325,2925,North,Mike R.
ORD-1419,2024-04-28,Greenleaf Ltd,contact@greenleaf.com,"Monitor 27""",Electronics,1,220,220,West,Anna K.
ORD-1610,2024-04-28,Global Tech,info@globaltech.com,Mechanical Keyboard,Electronics,15,79.99,1199.85,West,Lisa C.
ORD-1891,2024-04-28,Peak Solutions,info@peaksol.com,Usb-C Hub,Electronics,8,49.99,399.92,West,Anna K.
ORD-1171,2024-04-29,Bright Horizons,hello@brighthorizons.com,Monitor Arm,Furniture,14,89.99,1259.86,North,Lisa C.
ORD-1447,2024-04-29,Sunset Catering,orders@sunsetcatering.com,Ergonomic Chair,Furniture,5,325,1625,West,Anna K.
ORD-1029,2024-04-30,Blue Ridge Llc,admin@blueridge.com,Standing Desk,Furniture,15,549,8235,North,Mike R.
ORD-1054,2024-04-30,Metro Office Co,buy@metrooffice.com,Ergonomic Chair,Furniture,12,325,3900,North,Tom B.
ORD-1077,2024-04-30,Global Tech,info@globaltech.com,Pen Pack,Office Supplies,4,8.99,35.96,South,Anna K.
ORD-1323,2024-04-30,Peak Solutions,info@peaksol.com,Vpn Annual,Software,6,49,294,West,Tom B.
ORD-1531,2024-05-01,Metro Office Co,buy@metrooffice.com,Ergonomic Chair,Furniture,10,325,3250,West,Sarah J.
ORD-1936,2024-05-01,Bright Horizons,hello@brighthorizons.com,Ergonomic Chair,Furniture,8,325,2600,West,Anna K.
ORD-1770,2024-05-01,Metro Office Co,buy@metrooffice.com,Vpn Annual,Software,5,49,245,East,Tom B.
ORD-1954,2024-05-01,Peak Solutions,info@peaksol.com,Pdf Editor,Software,1,79,79,North,Anna K.
ORD-1016,2024-05-02,Blue Ridge Llc,admin@blueridge.com,Antivirus 1yr,Software,11,59.99,659.89,East,Tom B.
ORD-1252,2024-05-02,Metro Office Co,buy@metrooffice.com,Usb-C Hub,Electronics,2,49.99,99.98,East,Tom B.
ORD-1473,2024-05-02,Sunshine Bakery,orders@sunshine.com,Monitor Arm,Furniture,9,89.99,809.91,East,Sarah J.
ORD-1492,2024-05-02,Greenleaf Ltd,contact@greenleaf.com,Vpn Annual,Software,7,49,343,East,Tom B.
ORD-1124,2024-05-03,Rivera & Sons,contact@riverasons.com,Wireless Mouse,Electronics,10,29.99,299.9,North,Tom B.
ORD-1197,2024-05-03,Novex Industries,purchase@novex.com,Vpn Annual,Software,8,49,392,South,Tom B.
ORD-1570,2024-05-03,Bright Horizons,hello@brighthorizons.com,Antivirus 1yr,Software,10,59.99,599.9,West,Sarah J.
ORD-1733,2024-05-03,Novex Industries,purchase@novex.com,Standing Desk,Furniture,7,549,3843,North,Anna K.
ORD-1739,2024-05-03,Metro Office Co,buy@metrooffice.com,Vpn Annual,Software,7,49,343,West,Sarah J.
ORD-1766,2024-05-03,Peak Solutions,info@peaksol.com,Standing Desk,Furniture,12,549,6588,South,Tom B.
ORD-1911,2024-05-03,Bright Horizons,hello@brighthorizons.com,Pen Pack,Office Supplies,6,8.99,53.94,South,Tom B.
ORD-1913,2024-05-03,Delta Supplies,orders@deltasupplies.com,Laptop Stand,Electronics,11,45,495,South,Tom B.
ORD-1783,2024-05-04,Global Tech,info@globaltech.com,Pen Pack,Office Supplies,2,8.99,17.98,South,Anna K.
ORD-1166,2024-05-05,Global Tech,info@globaltech.com,Antivirus 1yr,Software,8,59.99,479.92,North,Lisa C.
ORD-1299,2024-05-05,Bright Horizons,hello@brighthorizons.com,Vpn Annual,Software,1,49,49,West,Anna K.
ORD-1438,2024-05-05,Greenleaf Ltd,contact@greenleaf.com,Antivirus 1yr,Software,13,59.99,779.87,East,Tom B.
ORD-1442,2024-05-05,Bright Horizons,hello@brighthorizons.com,Vpn Annual,Software,8,49,392,North,Sarah J.
ORD-1507,2024-05-05,Acme Corp,billing@acme.com,Usb-C Hub,Electronics,7,49.99,349.93,West,Lisa C.
ORD-1747,2024-05-05,Bright Horizons,hello@brighthorizons.com,Pen Pack,Office Supplies,1,8.99,8.99,West,Mike R.
ORD-1292,2024-05-06,Bright Horizons,hello@brighthorizons.com,Standing Desk,Furniture,8,549,4392,West,Mike R.
ORD-1592,2024-05-06,Greenleaf Ltd,contact@greenleaf.com,Notebook Set,Office Supplies,6,18,108,North,Mike R.
ORD-1274,2024-05-07,Sunshine Bakery,orders@sunshine.com,Antivirus 1yr,Software,11,59.99,659.89,East,Sarah J.
ORD-1527,2024-05-07,Blue Ridge Llc,admin@blueridge.com,Webcam Hd,Electronics,12,35,420,South,Tom B.
ORD-1699,2024-05-07,Peak Solutions,info@peaksol.com,Pdf Editor,Software,13,79,1027,North,Sarah J.
ORD-1451,2024-05-08,Rivera & Sons,contact@riverasons.com,Mechanical Keyboard,Electronics,4,79.99,319.96,East,Sarah J.
ORD-1577,2024-05-08,Sunshine Bakery,orders@sunshine.com,Pen Pack,Office Supplies,7,8.99,62.93,North,Anna K.
ORD-1009,2024-05-09,Global Tech,info@globaltech.com,Notebook Set,Office Supplies,11,18,198,West,Anna K.
ORD-1833,2024-05-09,Global Tech,info@globaltech.com,Vpn Annual,Software,7,49,343,North,Sarah J.
ORD-1848,2024-05-09,Sunset Catering,orders@sunsetcatering.com,Pdf Editor,Software,12,79,948,West,Lisa C.
ORD-1988,2024-05-09,Acme Corp,billing@acme.com,Laptop Stand,Electronics,11,45,495,East,Anna K.
ORD-1308,2024-05-10,Global Tech,info@globaltech.com,Standing Desk,Furniture,9,549,4941,East,Sarah J.
ORD-1490,2024-05-10,Rivera & Sons,contact@riverasons.com,Desk Organizer,Office Supplies,2,12.5,25,North,Tom B.
ORD-1764,2024-05-12,Greenleaf Ltd,contact@greenleaf.com,Desk Organizer,Office Supplies,11,12.5,137.5,North,Sarah J.
ORD-1856,2024-05-12,Global Tech,info@globaltech.com,Ergonomic Chair,Furniture,7,325,2275,West,Tom B.
ORD-1754,2024-05-13,Peak Solutions,info@peaksol.com,Notebook Set,Office Supplies,6,18,108,North,Lisa C.
ORD-1782,2024-05-13,Bright Horizons,hello@brighthorizons.com,Desk Lamp,Office Supplies,5,34.99,174.95,East,Sarah J.
ORD-1802,2024-05-13,Rivera & Sons,contact@riverasons.com,Desk Organizer,Office Supplies,11,12.5,137.5,North,Sarah J.
ORD-1952,2024-05-13,Rivera & Sons,contact@riverasons.com,Usb-C Hub,Electronics,5,49.99,249.95,North,Anna K.
ORD-1149,2024-05-14,Metro Office Co,buy@metrooffice.com,Vpn Annual,Software,11,49,539,East,Anna K.
ORD-1559,2024-05-14,Metro Office Co,buy@metrooffice.com,"Monitor 27""",Electronics,11,220,2420,North,Mike R.
ORD-1589,2024-05-15,Global Tech,info@globaltech.com,Webcam Hd,Electronics,7,35,245,South,Mike R.
ORD-1853,2024-05-15,Greenleaf Ltd,contact@greenleaf.com,Antivirus 1yr,Software,4,59.99,239.96,West,Mike R.
ORD-1494,2024-05-16,Acme Corp,billing@acme.com,Wireless Mouse,Electronics,4,29.99,119.96,North,Tom B.
ORD-1811,2024-05-16,Acme Corp,billing@acme.com,Ergonomic Chair,Furniture,4,325,1300,West,Sarah J.
ORD-1169,2024-05-18,Global Tech,info@globaltech.com,Ergonomic Chair,Furniture,9,325,2925,North,Mike R.
ORD-1562,2024-05-18,Blue Ridge Llc,admin@blueridge.com,Desk Organizer,Office Supplies,3,12.5,37.5,North,Lisa C.
ORD-1623,2024-05-18,Blue Ridge Llc,admin@blueridge.com,Pdf Editor,Software,14,79,1106,North,Sarah J.
ORD-1705,2024-05-18,Bright Horizons,hello@brighthorizons.com,Wireless Mouse,Electronics,8,29.99,239.92,South,Mike R.
ORD-1791,2024-05-18,Novex Industries,purchase@novex.com,Desk Organizer,Office Supplies,8,12.5,100,West,Mike R.
ORD-1311,2024-05-19,Peak Solutions,info@peaksol.com,Mechanical Keyboard,Electronics,15,79.99,1199.85,South,Lisa C.
ORD-1844,2024-05-19,Bright Horizons,hello@brighthorizons.com,"Monitor 27""",Electronics,9,220,1980,North,Tom B.
ORD-1528,2024-05-20,Rivera & Sons,contact@riverasons.com,Desk Lamp,Office Supplies,1,34.99,34.99,South,Sarah J.
ORD-1608,2024-05-21,Acme Corp,billing@acme.com,Pen Pack,Office Supplies,9,8.99,80.91,South,Lisa C.
ORD-1643,2024-05-21,Sunset Catering,orders@sunsetcatering.com,Laptop Stand,Electronics,12,45,540,East,Sarah J.
ORD-1983,2024-05-21,Global Tech,info@globaltech.com,Antivirus 1yr,Software,7,59.99,419.93,North,Anna K.
ORD-1011,2024-05-22,Metro Office Co,buy@metrooffice.com,Antivirus 1yr,Software,9,59.99,539.91,South,Anna K.
ORD-1111,2024-05-22,Bright Horizons,hello@brighthorizons.com,Ergonomic Chair,Furniture,5,325,1625,East,Mike R.
ORD-1165,2024-05-22,Global Tech,info@globaltech.com,Ergonomic Chair,Furniture,9,325,2925,South,Mike R.
ORD-1704,2024-05-22,Delta Supplies,orders@deltasupplies.com,Laptop Stand,Electronics,4,45,180,East,Tom B.
ORD-1178,2024-05-23,Sunset Catering,orders@sunsetcatering.com,Desk Organizer,Office Supplies,10,12.5,125,South,Lisa C.
ORD-1499,2024-05-23,Rivera & Sons,contact@riverasons.com,Monitor Arm,Furniture,8,89.99,719.92,North,Mike R.
ORD-1622,2024-05-23,Global Tech,info@globaltech.com,Notebook Set,Office Supplies,14,18,252,South,Lisa C.
ORD-1210,2024-05-24,Global Tech,info@globaltech.com,Mechanical Keyboard,Electronics,4,79.99,319.96,South,Lisa C.
ORD-1129,2024-05-24,Peak Solutions,info@peaksol.com,Vpn Annual,Software,11,49,539,East,Lisa C.
ORD-1081,2024-05-25,Blue Ridge Llc,admin@blueridge.com,Pen Pack,Office Supplies,2,8.99,17.98,South,Lisa C.
ORD-1269,2024-05-25,Metro Office Co,buy@metrooffice.com,Standing Desk,Furniture,4,549,2196,North,Mike R.
ORD-1347,2024-05-25,Rivera & Sons,contact@riverasons.com,Pdf Editor,Software,6,79,474,West,Sarah J.
ORD-1487,2024-05-25,Peak Solutions,info@peaksol.com,Antivirus 1yr,Software,6,59.99,359.94,South,Tom B.
ORD-1580,2024-05-25,Delta Supplies,orders@deltasupplies.com,Stapler Pro,Office Supplies,4,22.5,90,North,Anna K.
ORD-1681,2024-05-25,Blue Ridge Llc,admin@blueridge.com,Vpn Annual,Software,14,49,686,West,Sarah J.
ORD-1014,2024-05-26,Peak Solutions,info@peaksol.com,Antivirus 1yr,Software,4,59.99,239.96,East,Mike R.
ORD-1289,2024-05-27,Acme Corp,billing@acme.com,Monitor Arm,Furniture,13,89.99,1169.87,North,Lisa C.
ORD-1420,2024-05-27,Greenleaf Ltd,contact@greenleaf.com,Desk Lamp,Office Supplies,6,34.99,209.94,West,Mike R.
ORD-1472,2024-05-27,Metro Office Co,buy@metrooffice.com,Pdf Editor,Software,12,79,948,East,Tom B.
ORD-1597,2024-05-27,Global Tech,info@globaltech.com,Mechanical Keyboard,Electronics,15,79.99,1199.85,South,Tom B.
ORD-1615,2024-05-27,Global Tech,info@globaltech.com,Stapler Pro,Office Supplies,15,22.5,337.5,East,Tom B.
